Covered_Recipient_Type,Noncovered_Recipient_Entity_Name,Teaching_Hospital_CCN,Teaching_Hospital_ID,Teaching_Hospital_Name,Covered_Recipient_Profile_ID,Covered_Recipient_NPI,Covered_Recipient_First_Name,Covered_Recipient_Last_Name,Recipient_City,Recipient_State,Recipient_Zip_Code,Covered_Recipient_Primary_Type_1,Covered_Recipient_Specialty_1,Total_Amount_of_Payment_USDollars,Date_of_Payment,Record_ID,Program_Year,Payment_Publication_Date
Covered Recipient Teaching Hospital,Not available,450076.0,11031.0,UT MD ANDERSON CANCER CENTER,Not available,Not available,Not available,Not available,Houston,TX,77030,Not available,Not available,34974.34,04/20/2021,832903681,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,1163194.0,1093906075.0,CHRISTINA,AZEVEDO,LOS ANGELES,CA,90089,Medical Doctor,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,960.0,12/08/2021,835898579,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,330204.0,10075.0,BELLEVUE HOSPITAL CENTER,Not available,Not available,Not available,Not available,NEW YORK,NY,10016,Not available,Not available,682.2,03/16/2021,835906985,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,271238.0,1972503472.0,MARK,KREMERS,CHARLOTTE,NC,28204,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Clinical Cardiac Electrophysiology,400.0,04/07/2021,801001727,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,100073.0,10821.0,Holy Cross Hospital,Not available,Not available,Not available,Not available,Boca Raton,FL,33432,Not available,Not available,16430.03,12/31/2021,848756069,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,230297.0,10146.0,Karmanos Cancer Hospital,Not available,Not available,Not available,Not available,Detroit,MI,48201,Not available,Not available,650.6,10/26/2021,797817805,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,220116.0,10001.0,Tufts Medical Center,Not available,Not available,Not available,Not available,BOSTON,MA,02111,Not available,Not available,7285.59,05/28/2021,831107523,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,220071.0,9988.0,MASSACHUSETTS GENERAL HOSPITAL,Not available,Not available,Not available,Not available,Boston,MA,02114,Not available,Not available,2139.17,08/30/2021,845253431,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,140010.0,10431.0,NORTHSHORE UNIVERSITY HEALTHSYSTEM,Not available,Not available,Not available,Not available,Evanston,IL,60201,Not available,Not available,4349.46,07/16/2021,853088857,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,53304.0,11309.0,CHILDRENS HOSPITAL OF ORANGE COUNT,Not available,Not available,Not available,Not available,ORANGE,CA,92868,Not available,Not available,0.6,05/10/2021,819447565,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,220116.0,10001.0,TUFTS MEDICAL CENTER,Not available,Not available,Not available,Not available,BOSTON,MA,02111,Not available,Not available,8256.0,09/27/2021,835928081,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,450076.0,11031.0,UT MD ANDERSON CANCER CENTER,Not available,Not available,Not available,Not available,Houston,TX,77030,Not available,Not available,100.0,05/07/2021,827891231,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,54144.0,11286.0,LANGLEY PORTER PSYCHIATRIC HOSPITAL,Not available,Not available,Not available,Not available,SAN FRANCISCO,CA,94143,Not available,Not available,3259.55,02/23/2021,819447823,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,440039.0,10425.0,Vanderbilt University Medical Center,Not available,Not available,Not available,Not available,Nashville,TN,37232,Not available,Not available,1609.0,02/24/2021,826576733,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,263302.0,10622.0,CHILDRENS MERCY HOSPITAL,Not available,Not available,Not available,Not available,Kansas City,MO,64108,Not available,Not available,19463.21,08/11/2021,832680363,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,380009.0,11212.0,Ohsu Hospital And Clinics,Not available,Not available,Not available,Not available,Portland,OR,97239,Not available,Not available,4880.0,06/28/2021,787591139,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,263302.0,10622.0,Childrens Mercy Hospital,Not available,Not available,Not available,Not available,KANSAS CITY,MO,64108,Not available,Not available,853.47,12/06/2021,809685981,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,360180.0,10373.0,CLEVELAND CLINIC HOSPITAL,Not available,Not available,Not available,Not available,Cleveland,OH,44195,Not available,Not available,495.63,08/17/2021,786502827,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,500008.0,11198.0,University Of Washington Med Ctr,Not available,Not available,Not available,Not available,SEATTLE,WA,98195,Not available,Not available,6026.0,02/24/2021,792673657,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,270051.0,10252.0,Kalispell Regional Medical Center,Not available,Not available,Not available,Not available,KALISPELL,MT,59901,Not available,Not available,300.0,05/12/2021,831143253,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,220162.0,9984.0,Dana-Farber Cancer Institute,Not available,Not available,Not available,Not available,Boston,MA,02215,Not available,Not available,35.26,05/01/2021,827033567,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,450076.0,11031.0,Ut Md Anderson Cancer Center,Not available,Not available,Not available,Not available,Houston,TX,77030,Not available,Not available,6536.87,11/04/2021,835066421,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,170122.0,10684.0,VIA CHRISTI HOSPITAL WICHITA,Not available,Not available,Not available,Not available,Wichita,KS,67214,Not available,Not available,2000.0,02/05/2021,789016745,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,220162.0,9984.0,DANA-FARBER CANCER INSTITUTE,Not available,Not available,Not available,Not available,BOSTON,MA,02215,Not available,Not available,267.67,05/25/2021,830977497,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,200249.0,1417038910.0,ALICE,SHAW,BOSTON,MA,02114,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Hematology & Oncology,780.0,08/06/2021,832583019,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,160058.0,10604.0,University Of Iowa Hosp & Clinics,Not available,Not available,Not available,Not available,Iowa City,IA,52242,Not available,Not available,9466.3,12/31/2021,848752953,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,220162.0,9984.0,Dana-Farber Cancer Institute,Not available,Not available,Not available,Not available,Boston,MA,02215,Not available,Not available,2346.3,06/24/2021,827033823,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,50047.0,11215.0,CALIFORNIA PACIFIC MEDICAL CENTER,Not available,Not available,Not available,Not available,SAN FRANCISCO,CA,94115,Not available,Not available,6500.0,01/06/2021,835907993,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,140158.0,10438.0,Mercy Hospital & Medical Center,Not available,Not available,Not available,Not available,Chicago,IL,60616,Not available,Not available,3.05,07/14/2021,811870033,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,10033.0,10929.0,UNIVERSITY OF ALABAMA HOSPITAL,Not available,Not available,Not available,Not available,Birmingham,AL,35249,Not available,Not available,1374.0,08/04/2021,827889199,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,500008.0,11198.0,UNIVERSITY OF WASHINGTON MED CTR,Not available,Not available,Not available,Not available,Seattle,WA,98195,Not available,Not available,2984.11,03/25/2021,845254333,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,363300.0,10334.0,CHILDRENS HOSPITAL MEDICAL CENTER,Not available,Not available,Not available,Not available,CINCINNATI,OH,45229,Not available,Not available,1410.0,09/27/2021,835909125,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,53302.0,11301.0,Childrens Hospital Los Angeles,Not available,Not available,Not available,Not available,Los Angeles,CA,90027,Not available,Not available,13.5,11/26/2021,811036933,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,460009.0,11165.0,U OF U HOSPITALS & CLINICS,Not available,Not available,Not available,Not available,SALT LAKE CITY,UT,84132,Not available,Not available,6798.93,06/22/2021,838142745,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,450076.0,11031.0,UT MD ANDERSON CANCER CENTER,Not available,Not available,Not available,Not available,Houston,TX,77030,Not available,Not available,101.95,05/07/2021,827891333,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,390111.0,10224.0,HOSPITAL OF THE UNIV OF PENNA,Not available,Not available,Not available,Not available,PHILA,PA,19104,Not available,Not available,2000.0,03/29/2021,819448079,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,30103.0,11162.0,Mayo Clinic Hospital,Not available,Not available,Not available,Not available,PHOENIX,AZ,85054,Not available,Not available,17664.9,04/07/2021,792667227,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,450076.0,11031.0,UT MD ANDERSON CANCER CENTER,Not available,Not available,Not available,Not available,Houston,TX,77030,Not available,Not available,177.6,05/07/2021,827891497,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,363300.0,10334.0,Childrens Hospital Medical Center,Not available,Not available,Not available,Not available,Cincinnati,OH,45229,Not available,Not available,6324.0,05/28/2021,787578439,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,220071.0,9988.0,MASSACHUSETTS GENERAL HOSPITAL,Not available,Not available,Not available,Not available,Boston,MA,02114,Not available,Not available,926.38,08/05/2021,792383743,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,450076.0,11031.0,UT MD ANDERSON CANCER CENTER,Not available,Not available,Not available,Not available,Houston,TX,77030,Not available,Not available,12141.86,06/05/2021,832682153,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,359539.0,1902929508.0,LEWIS,ANDRES,PHOENIX,AZ,85020,Medical Doctor,Allopathic & Osteopathic Physicians|Plastic Surgery,457.56,05/07/2021,787732959,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,330101.0,10089.0,NEW YORK PRESBYTERIAN HOSPITAL,Not available,Not available,Not available,Not available,Bronxville,NY,10708,Not available,Not available,2442.25,05/24/2021,780072353,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,230046.0,10547.0,Univ Of Mi Hospitals & Hlth Ctrs,Not available,Not available,Not available,Not available,Ann Arbor,MI,48109,Not available,Not available,2971.0,11/01/2021,826502697,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,500008.0,11198.0,University Of Washington Med Ctr,Not available,Not available,Not available,Not available,SEATTLE,WA,98195,Not available,Not available,500.0,09/27/2021,792673913,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,230297.0,10146.0,Karmanos Cancer Hospital,Not available,Not available,Not available,Not available,DETROIT,MI,48201,Not available,Not available,3830.0,06/22/2021,831143511,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,110010.0,10785.0,Emory University Hospital,Not available,Not available,Not available,Not available,Atlanta,GA,30329,Not available,Not available,3403.9,11/18/2021,835066519,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,520070.0,10558.0,Mchs Eau Claire Hospital,Not available,Not available,Not available,Not available,EAU CLAIRE,WI,54703,Not available,Not available,12022.3,12/23/2021,781385459,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,50348.0,11307.0,UCI MEDICAL CENTER,Not available,Not available,Not available,Not available,Orange,CA,92868,Not available,Not available,5842.0,10/21/2021,832685463,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,235443.0,1194794602.0,DEBASISH,TRIPATHY,HOUSTON,TX,77030,Medical Doctor,Allopathic & Osteopathic Physicians|Internal Medicine|Medical Oncology,940.0,04/15/2021,832584231,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,460009.0,11165.0,U Of U Hospitals & Clinics,Not available,Not available,Not available,Not available,Salt Lake City,UT,84132,Not available,Not available,122.86,01/01/2021,827034083,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,53302.0,11301.0,Childrens Hospital Los Angeles,Not available,Not available,Not available,Not available,Los Angeles,CA,90027,Not available,Not available,9.0,08/05/2021,811618683,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,10033.0,10929.0,University Of Alabama Hospital,Not available,Not available,Not available,Not available,Birmingham,AL,35249,Not available,Not available,26.5,03/17/2021,811764789,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,360180.0,10373.0,CLEVELAND CLINIC HOSPITAL,Not available,Not available,Not available,Not available,CLEVELAND,OH,44195,Not available,Not available,21275.0,06/02/2021,835909985,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,144165.0,1174726046.0,ARTAN,MARKOLLARI,HAZELWOOD,MO,63042,Medical Doctor,Allopathic & Osteopathic Physicians|Family Medicine,400.0,11/30/2021,831208449,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,230297.0,10146.0,KARMANOS CANCER HOSPITAL,Not available,Not available,Not available,Not available,Detroit,MI,48201,Not available,Not available,80.0,12/01/2021,786500347,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,190036.0,10978.0,OCHSNER CLINIC FOUNDATION,Not available,Not available,Not available,Not available,NEW ORLEANS,LA,70121,Not available,Not available,43043.35,03/09/2021,848936909,2021,01/20/2023
Covered Recipient Physician,Not available,Not available,Not available,Not available,1282177.0,1205910502.0,DOUGLAS,SCHARRE,COLUMBUS,OH,43221,Medical Doctor,Allopathic & Osteopathic Physicians|Psychiatry & Neurology|Neurology,122.0,05/31/2021,819443167,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,360180.0,10373.0,CLEVELAND CLINIC HOSPITAL,Not available,Not available,Not available,Not available,CLEVELAND,OH,44195,Not available,Not available,1438.0,09/20/2021,835910747,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,393303.0,10215.0,The Childrens Hospital Of Philadelp,Not available,Not available,Not available,Not available,Philadelphia,PA,19104,Not available,Not available,13794.15,09/24/2021,845838779,2021,01/20/2023
Covered Recipient Teaching Hospital,Not available,390111.0,10224.0,HOSPITAL OF THE UNIV OF PENNA,Not available,Not available,Not available,Not available,PHILA,PA,19104,Not available,Not available,490905.3,02/23/2021,819448337,2021,01/20/2023
